schedule_id,binary_sequence,requirement_id,covers,initial_group,depth,deadline,threshold,requirement_description
sched_0001,0000,R_case=medium_004_depth=5in_t=4_theta>=20,0,medium_004,5in,4,20.0,"For initial case 'medium_004', depth 5in must reach theta >= 20% by time step 4."
sched_0001,0000,R_case=medium_004_depth=9in_t=4_theta>=18,1,medium_004,9in,4,18.0,"For initial case 'medium_004', depth 9in must reach theta >= 18% by time step 4."
sched_0001,0000,R_case=medium_005_depth=1in_t=4_theta>=22,0,medium_005,1in,4,22.0,"For initial case 'medium_005', depth 1in must reach theta >= 22% by time step 4."
sched_0001,0000,R_case=medium_005_depth=5in_t=4_theta>=20,0,medium_005,5in,4,20.0,"For initial case 'medium_005', depth 5in must reach theta >= 20% by time step 4."
sched_0001,0000,R_case=medium_005_depth=9in_t=4_theta>=18,1,medium_005,9in,4,18.0,"For initial case 'medium_005', depth 9in must reach theta >= 18% by time step 4."
sched_0001,0000,R_case=wet_001_depth=1in_t=4_theta>=22,0,wet_001,1in,4,22.0,"For initial case 'wet_001', depth 1in must reach theta >= 22% by time step 4."
sched_0001,0000,R_case=wet_001_depth=5in_t=4_theta>=20,0,wet_001,5in,4,20.0,"For initial case 'wet_001', depth 5in must reach theta >= 20% by time step 4."
sched_0001,0000,R_case=wet_001_depth=9in_t=4_theta>=18,1,wet_001,9in,4,18.0,"For initial case 'wet_001', depth 9in must reach theta >= 18% by time step 4."
sched_0001,0000,R_case=wet_002_depth=1in_t=4_theta>=22,0,wet_002,1in,4,22.0,"For initial case 'wet_002', depth 1in must reach theta >= 22% by time step 4."
sched_0001,0000,R_case=wet_002_depth=5in_t=4_theta>=20,0,wet_002,5in,4,20.0,"For initial case 'wet_002', depth 5in must reach theta >= 20% by time step 4."
sched_0001,0000,R_case=wet_002_depth=9in_t=4_theta>=18,1,wet_002,9in,4,18.0,"For initial case 'wet_002', depth 9in must reach theta >= 18% by time step 4."
sched_0001,0000,R_case=wet_003_depth=1in_t=4_theta>=22,0,wet_003,1in,4,22.0,"For initial case 'wet_003', depth 1in must reach theta >= 22% by time step 4."
sched_0001,0000,R_case=wet_003_depth=5in_t=4_theta>=20,0,wet_003,5in,4,20.0,"For initial case 'wet_003', depth 5in must reach theta >= 20% by time step 4."
sched_0001,0000,R_case=wet_003_depth=9in_t=4_theta>=18,1,wet_003,9in,4,18.0,"For initial case 'wet_003', depth 9in must reach theta >= 18% by time step 4."
sched_0001,0000,R_case=wet_004_depth=1in_t=4_theta>=22,0,wet_004,1in,4,22.0,"For initial case 'wet_004', depth 1in must reach theta >= 22% by time step 4."
sched_0001,0000,R_case=wet_004_depth=5in_t=4_theta>=20,0,wet_004,5in,4,20.0,"For initial case 'wet_004', depth 5in must reach theta >= 20% by time step 4."
sched_0001,0000,R_case=wet_004_depth=9in_t=4_theta>=18,1,wet_004,9in,4,18.0,"For initial case 'wet_004', depth 9in must reach theta >= 18% by time step 4."
sched_0001,0000,R_case=wet_005_depth=1in_t=4_theta>=22,0,wet_005,1in,4,22.0,"For initial case 'wet_005', depth 1in must reach theta >= 22% by time step 4."
sched_0001,0000,R_case=wet_005_depth=5in_t=4_theta>=20,0,wet_005,5in,4,20.0,"For initial case 'wet_005', depth 5in must reach theta >= 20% by time step 4."
sched_0001,0000,R_case=wet_005_depth=9in_t=4_theta>=18,1,wet_005,9in,4,18.0,"For initial case 'wet_005', depth 9in must reach theta >= 18% by time step 4."
sched_0002,0001,R_case=dry_001_depth=1in_t=4_theta>=22,1,dry_001,1in,4,22.0,"For initial case 'dry_001', depth 1in must reach theta >= 22% by time step 4."
sched_0002,0001,R_case=dry_001_depth=5in_t=4_theta>=20,1,dry_001,5in,4,20.0,"For initial case 'dry_001', depth 5in must reach theta >= 20% by time step 4."
sched_0002,0001,R_case=dry_001_depth=9in_t=4_theta>=18,1,dry_001,9in,4,18.0,"For initial case 'dry_001', depth 9in must reach theta >= 18% by time step 4."
sched_0002,0001,R_case=dry_002_depth=1in_t=4_theta>=22,1,dry_002,1in,4,22.0,"For initial case 'dry_002', depth 1in must reach theta >= 22% by time step 4."
sched_0002,0001,R_case=dry_002_depth=5in_t=4_theta>=20,1,dry_002,5in,4,20.0,"For initial case 'dry_002', depth 5in must reach theta >= 20% by time step 4."
sched_0002,0001,R_case=dry_002_depth=9in_t=4_theta>=18,1,dry_002,9in,4,18.0,"For initial case 'dry_002', depth 9in must reach theta >= 18% by time step 4."
sched_0002,0001,R_case=dry_003_depth=1in_t=4_theta>=22,1,dry_003,1in,4,22.0,"For initial case 'dry_003', depth 1in must reach theta >= 22% by time step 4."
sched_0002,0001,R_case=dry_003_depth=5in_t=4_theta>=20,1,dry_003,5in,4,20.0,"For initial case 'dry_003', depth 5in must reach theta >= 20% by time step 4."
sched_0002,0001,R_case=dry_003_depth=9in_t=4_theta>=18,1,dry_003,9in,4,18.0,"For initial case 'dry_003', depth 9in must reach theta >= 18% by time step 4."
sched_0002,0001,R_case=dry_004_depth=1in_t=4_theta>=22,1,dry_004,1in,4,22.0,"For initial case 'dry_004', depth 1in must reach theta >= 22% by time step 4."
sched_0002,0001,R_case=dry_004_depth=5in_t=4_theta>=20,1,dry_004,5in,4,20.0,"For initial case 'dry_004', depth 5in must reach theta >= 20% by time step 4."
sched_0002,0001,R_case=dry_004_depth=9in_t=4_theta>=18,1,dry_004,9in,4,18.0,"For initial case 'dry_004', depth 9in must reach theta >= 18% by time step 4."
sched_0002,0001,R_case=dry_005_depth=1in_t=4_theta>=22,1,dry_005,1in,4,22.0,"For initial case 'dry_005', depth 1in must reach theta >= 22% by time step 4."
sched_0002,0001,R_case=dry_005_depth=5in_t=4_theta>=20,1,dry_005,5in,4,20.0,"For initial case 'dry_005', depth 5in must reach theta >= 20% by time step 4."
sched_0002,0001,R_case=dry_005_depth=9in_t=4_theta>=18,1,dry_005,9in,4,18.0,"For initial case 'dry_005', depth 9in must reach theta >= 18% by time step 4."
sched_0002,0001,R_case=medium_001_depth=1in_t=4_theta>=22,1,medium_001,1in,4,22.0,"For initial case 'medium_001', depth 1in must reach theta >= 22% by time step 4."
sched_0002,0001,R_case=medium_001_depth=5in_t=4_theta>=20,1,medium_001,5in,4,20.0,"For initial case 'medium_001', depth 5in must reach theta >= 20% by time step 4."
sched_0002,0001,R_case=medium_001_depth=9in_t=4_theta>=18,1,medium_001,9in,4,18.0,"For initial case 'medium_001', depth 9in must reach theta >= 18% by time step 4."
sched_0002,0001,R_case=medium_002_depth=1in_t=4_theta>=22,1,medium_002,1in,4,22.0,"For initial case 'medium_002', depth 1in must reach theta >= 22% by time step 4."
sched_0002,0001,R_case=medium_002_depth=5in_t=4_theta>=20,1,medium_002,5in,4,20.0,"For initial case 'medium_002', depth 5in must reach theta >= 20% by time step 4."
sched_0002,0001,R_case=medium_002_depth=9in_t=4_theta>=18,1,medium_002,9in,4,18.0,"For initial case 'medium_002', depth 9in must reach theta >= 18% by time step 4."
sched_0002,0001,R_case=medium_003_depth=1in_t=4_theta>=22,1,medium_003,1in,4,22.0,"For initial case 'medium_003', depth 1in must reach theta >= 22% by time step 4."
sched_0002,0001,R_case=medium_003_depth=5in_t=4_theta>=20,1,medium_003,5in,4,20.0,"For initial case 'medium_003', depth 5in must reach theta >= 20% by time step 4."
sched_0002,0001,R_case=medium_003_depth=9in_t=4_theta>=18,1,medium_003,9in,4,18.0,"For initial case 'medium_003', depth 9in must reach theta >= 18% by time step 4."
sched_0002,0001,R_case=medium_004_depth=1in_t=4_theta>=22,1,medium_004,1in,4,22.0,"For initial case 'medium_004', depth 1in must reach theta >= 22% by time step 4."
sched_0002,0001,R_case=medium_004_depth=5in_t=4_theta>=20,1,medium_004,5in,4,20.0,"For initial case 'medium_004', depth 5in must reach theta >= 20% by time step 4."
sched_0002,0001,R_case=medium_004_depth=9in_t=4_theta>=18,1,medium_004,9in,4,18.0,"For initial case 'medium_004', depth 9in must reach theta >= 18% by time step 4."
sched_0002,0001,R_case=medium_005_depth=1in_t=4_theta>=22,1,medium_005,1in,4,22.0,"For initial case 'medium_005', depth 1in must reach theta >= 22% by time step 4."
sched_0002,0001,R_case=medium_005_depth=5in_t=4_theta>=20,1,medium_005,5in,4,20.0,"For initial case 'medium_005', depth 5in must reach theta >= 20% by time step 4."
sched_0002,0001,R_case=medium_005_depth=9in_t=4_theta>=18,1,medium_005,9in,4,18.0,"For initial case 'medium_005', depth 9in must reach theta >= 18% by time step 4."
sched_0002,0001,R_case=wet_001_depth=1in_t=4_theta>=22,1,wet_001,1in,4,22.0,"For initial case 'wet_001', depth 1in must reach theta >= 22% by time step 4."
sched_0002,0001,R_case=wet_001_depth=5in_t=4_theta>=20,1,wet_001,5in,4,20.0,"For initial case 'wet_001', depth 5in must reach theta >= 20% by time step 4."
sched_0002,0001,R_case=wet_001_depth=9in_t=4_theta>=18,1,wet_001,9in,4,18.0,"For initial case 'wet_001', depth 9in must reach theta >= 18% by time step 4."
sched_0002,0001,R_case=wet_002_depth=1in_t=4_theta>=22,1,wet_002,1in,4,22.0,"For initial case 'wet_002', depth 1in must reach theta >= 22% by time step 4."
sched_0002,0001,R_case=wet_002_depth=5in_t=4_theta>=20,1,wet_002,5in,4,20.0,"For initial case 'wet_002', depth 5in must reach theta >= 20% by time step 4."
sched_0002,0001,R_case=wet_002_depth=9in_t=4_theta>=18,1,wet_002,9in,4,18.0,"For initial case 'wet_002', depth 9in must reach theta >= 18% by time step 4."
sched_0002,0001,R_case=wet_003_depth=1in_t=4_theta>=22,1,wet_003,1in,4,22.0,"For initial case 'wet_003', depth 1in must reach theta >= 22% by time step 4."
sched_0002,0001,R_case=wet_003_depth=5in_t=4_theta>=20,1,wet_003,5in,4,20.0,"For initial case 'wet_003', depth 5in must reach theta >= 20% by time step 4."
sched_0002,0001,R_case=wet_003_depth=9in_t=4_theta>=18,1,wet_003,9in,4,18.0,"For initial case 'wet_003', depth 9in must reach theta >= 18% by time step 4."
sched_0002,0001,R_case=wet_004_depth=1in_t=4_theta>=22,1,wet_004,1in,4,22.0,"For initial case 'wet_004', depth 1in must reach theta >= 22% by time step 4."
sched_0002,0001,R_case=wet_004_depth=5in_t=4_theta>=20,1,wet_004,5in,4,20.0,"For initial case 'wet_004', depth 5in must reach theta >= 20% by time step 4."
sched_0002,0001,R_case=wet_004_depth=9in_t=4_theta>=18,1,wet_004,9in,4,18.0,"For initial case 'wet_004', depth 9in must reach theta >= 18% by time step 4."
sched_0002,0001,R_case=wet_005_depth=1in_t=4_theta>=22,1,wet_005,1in,4,22.0,"For initial case 'wet_005', depth 1in must reach theta >= 22% by time step 4."
sched_0002,0001,R_case=wet_005_depth=5in_t=4_theta>=20,1,wet_005,5in,4,20.0,"For initial case 'wet_005', depth 5in must reach theta >= 20% by time step 4."
sched_0002,0001,R_case=wet_005_depth=9in_t=4_theta>=18,1,wet_005,9in,4,18.0,"For initial case 'wet_005', depth 9in must reach theta >= 18% by time step 4."
sched_0003,0010,R_case=dry_001_depth=1in_t=4_theta>=22,1,dry_001,1in,4,22.0,"For initial case 'dry_001', depth 1in must reach theta >= 22% by time step 4."
sched_0003,0010,R_case=dry_001_depth=5in_t=4_theta>=20,1,dry_001,5in,4,20.0,"For initial case 'dry_001', depth 5in must reach theta >= 20% by time step 4."
sched_0003,0010,R_case=dry_001_depth=9in_t=4_theta>=18,1,dry_001,9in,4,18.0,"For initial case 'dry_001', depth 9in must reach theta >= 18% by time step 4."
sched_0003,0010,R_case=dry_002_depth=1in_t=4_theta>=22,1,dry_002,1in,4,22.0,"For initial case 'dry_002', depth 1in must reach theta >= 22% by time step 4."
sched_0003,0010,R_case=dry_002_depth=5in_t=4_theta>=20,1,dry_002,5in,4,20.0,"For initial case 'dry_002', depth 5in must reach theta >= 20% by time step 4."
sched_0003,0010,R_case=dry_002_depth=9in_t=4_theta>=18,1,dry_002,9in,4,18.0,"For initial case 'dry_002', depth 9in must reach theta >= 18% by time step 4."
sched_0003,0010,R_case=dry_003_depth=1in_t=4_theta>=22,1,dry_003,1in,4,22.0,"For initial case 'dry_003', depth 1in must reach theta >= 22% by time step 4."
sched_0003,0010,R_case=dry_003_depth=5in_t=4_theta>=20,1,dry_003,5in,4,20.0,"For initial case 'dry_003', depth 5in must reach theta >= 20% by time step 4."
sched_0003,0010,R_case=dry_003_depth=9in_t=4_theta>=18,1,dry_003,9in,4,18.0,"For initial case 'dry_003', depth 9in must reach theta >= 18% by time step 4."
sched_0003,0010,R_case=dry_004_depth=1in_t=4_theta>=22,1,dry_004,1in,4,22.0,"For initial case 'dry_004', depth 1in must reach theta >= 22% by time step 4."
sched_0003,0010,R_case=dry_004_depth=5in_t=4_theta>=20,1,dry_004,5in,4,20.0,"For initial case 'dry_004', depth 5in must reach theta >= 20% by time step 4."
sched_0003,0010,R_case=dry_004_depth=9in_t=4_theta>=18,1,dry_004,9in,4,18.0,"For initial case 'dry_004', depth 9in must reach theta >= 18% by time step 4."
sched_0003,0010,R_case=dry_005_depth=1in_t=4_theta>=22,1,dry_005,1in,4,22.0,"For initial case 'dry_005', depth 1in must reach theta >= 22% by time step 4."
sched_0003,0010,R_case=dry_005_depth=5in_t=4_theta>=20,1,dry_005,5in,4,20.0,"For initial case 'dry_005', depth 5in must reach theta >= 20% by time step 4."
sched_0003,0010,R_case=dry_005_depth=9in_t=4_theta>=18,1,dry_005,9in,4,18.0,"For initial case 'dry_005', depth 9in must reach theta >= 18% by time step 4."
sched_0003,0010,R_case=medium_001_depth=1in_t=4_theta>=22,1,medium_001,1in,4,22.0,"For initial case 'medium_001', depth 1in must reach theta >= 22% by time step 4."
sched_0003,0010,R_case=medium_001_depth=5in_t=4_theta>=20,1,medium_001,5in,4,20.0,"For initial case 'medium_001', depth 5in must reach theta >= 20% by time step 4."
sched_0003,0010,R_case=medium_001_depth=9in_t=4_theta>=18,1,medium_001,9in,4,18.0,"For initial case 'medium_001', depth 9in must reach theta >= 18% by time step 4."
sched_0003,0010,R_case=medium_002_depth=1in_t=4_theta>=22,1,medium_002,1in,4,22.0,"For initial case 'medium_002', depth 1in must reach theta >= 22% by time step 4."
sched_0003,0010,R_case=medium_002_depth=5in_t=4_theta>=20,1,medium_002,5in,4,20.0,"For initial case 'medium_002', depth 5in must reach theta >= 20% by time step 4."
sched_0003,0010,R_case=medium_002_depth=9in_t=4_theta>=18,1,medium_002,9in,4,18.0,"For initial case 'medium_002', depth 9in must reach theta >= 18% by time step 4."
sched_0003,0010,R_case=medium_003_depth=1in_t=4_theta>=22,1,medium_003,1in,4,22.0,"For initial case 'medium_003', depth 1in must reach theta >= 22% by time step 4."
sched_0003,0010,R_case=medium_003_depth=5in_t=4_theta>=20,1,medium_003,5in,4,20.0,"For initial case 'medium_003', depth 5in must reach theta >= 20% by time step 4."
sched_0003,0010,R_case=medium_003_depth=9in_t=4_theta>=18,1,medium_003,9in,4,18.0,"For initial case 'medium_003', depth 9in must reach theta >= 18% by time step 4."
sched_0003,0010,R_case=medium_004_depth=1in_t=4_theta>=22,1,medium_004,1in,4,22.0,"For initial case 'medium_004', depth 1in must reach theta >= 22% by time step 4."
sched_0003,0010,R_case=medium_004_depth=5in_t=4_theta>=20,1,medium_004,5in,4,20.0,"For initial case 'medium_004', depth 5in must reach theta >= 20% by time step 4."
sched_0003,0010,R_case=medium_004_depth=9in_t=4_theta>=18,1,medium_004,9in,4,18.0,"For initial case 'medium_004', depth 9in must reach theta >= 18% by time step 4."
sched_0003,0010,R_case=medium_005_depth=1in_t=4_theta>=22,1,medium_005,1in,4,22.0,"For initial case 'medium_005', depth 1in must reach theta >= 22% by time step 4."
sched_0003,0010,R_case=medium_005_depth=5in_t=4_theta>=20,1,medium_005,5in,4,20.0,"For initial case 'medium_005', depth 5in must reach theta >= 20% by time step 4."
sched_0003,0010,R_case=medium_005_depth=9in_t=4_theta>=18,1,medium_005,9in,4,18.0,"For initial case 'medium_005', depth 9in must reach theta >= 18% by time step 4."
sched_0003,0010,R_case=wet_001_depth=1in_t=4_theta>=22,1,wet_001,1in,4,22.0,"For initial case 'wet_001', depth 1in must reach theta >= 22% by time step 4."
sched_0003,0010,R_case=wet_001_depth=5in_t=4_theta>=20,1,wet_001,5in,4,20.0,"For initial case 'wet_001', depth 5in must reach theta >= 20% by time step 4."
sched_0003,0010,R_case=wet_001_depth=9in_t=4_theta>=18,1,wet_001,9in,4,18.0,"For initial case 'wet_001', depth 9in must reach theta >= 18% by time step 4."
sched_0003,0010,R_case=wet_002_depth=1in_t=4_theta>=22,1,wet_002,1in,4,22.0,"For initial case 'wet_002', depth 1in must reach theta >= 22% by time step 4."
sched_0003,0010,R_case=wet_002_depth=5in_t=4_theta>=20,1,wet_002,5in,4,20.0,"For initial case 'wet_002', depth 5in must reach theta >= 20% by time step 4."
sched_0003,0010,R_case=wet_002_depth=9in_t=4_theta>=18,1,wet_002,9in,4,18.0,"For initial case 'wet_002', depth 9in must reach theta >= 18% by time step 4."
sched_0003,0010,R_case=wet_003_depth=1in_t=4_theta>=22,1,wet_003,1in,4,22.0,"For initial case 'wet_003', depth 1in must reach theta >= 22% by time step 4."
sched_0003,0010,R_case=wet_003_depth=5in_t=4_theta>=20,1,wet_003,5in,4,20.0,"For initial case 'wet_003', depth 5in must reach theta >= 20% by time step 4."
sched_0003,0010,R_case=wet_003_depth=9in_t=4_theta>=18,1,wet_003,9in,4,18.0,"For initial case 'wet_003', depth 9in must reach theta >= 18% by time step 4."
sched_0003,0010,R_case=wet_004_depth=1in_t=4_theta>=22,1,wet_004,1in,4,22.0,"For initial case 'wet_004', depth 1in must reach theta >= 22% by time step 4."
sched_0003,0010,R_case=wet_004_depth=5in_t=4_theta>=20,1,wet_004,5in,4,20.0,"For initial case 'wet_004', depth 5in must reach theta >= 20% by time step 4."
sched_0003,0010,R_case=wet_004_depth=9in_t=4_theta>=18,1,wet_004,9in,4,18.0,"For initial case 'wet_004', depth 9in must reach theta >= 18% by time step 4."
sched_0003,0010,R_case=wet_005_depth=1in_t=4_theta>=22,1,wet_005,1in,4,22.0,"For initial case 'wet_005', depth 1in must reach theta >= 22% by time step 4."
sched_0003,0010,R_case=wet_005_depth=5in_t=4_theta>=20,1,wet_005,5in,4,20.0,"For initial case 'wet_005', depth 5in must reach theta >= 20% by time step 4."
sched_0003,0010,R_case=wet_005_depth=9in_t=4_theta>=18,1,wet_005,9in,4,18.0,"For initial case 'wet_005', depth 9in must reach theta >= 18% by time step 4."
sched_0004,0011,R_case=dry_001_depth=1in_t=4_theta>=22,1,dry_001,1in,4,22.0,"For initial case 'dry_001', depth 1in must reach theta >= 22% by time step 4."
sched_0004,0011,R_case=dry_001_depth=5in_t=4_theta>=20,1,dry_001,5in,4,20.0,"For initial case 'dry_001', depth 5in must reach theta >= 20% by time step 4."
sched_0004,0011,R_case=dry_001_depth=9in_t=4_theta>=18,1,dry_001,9in,4,18.0,"For initial case 'dry_001', depth 9in must reach theta >= 18% by time step 4."
sched_0004,0011,R_case=dry_002_depth=1in_t=4_theta>=22,1,dry_002,1in,4,22.0,"For initial case 'dry_002', depth 1in must reach theta >= 22% by time step 4."
sched_0004,0011,R_case=dry_002_depth=5in_t=4_theta>=20,1,dry_002,5in,4,20.0,"For initial case 'dry_002', depth 5in must reach theta >= 20% by time step 4."
sched_0004,0011,R_case=dry_002_depth=9in_t=4_theta>=18,1,dry_002,9in,4,18.0,"For initial case 'dry_002', depth 9in must reach theta >= 18% by time step 4."
sched_0004,0011,R_case=dry_003_depth=1in_t=4_theta>=22,1,dry_003,1in,4,22.0,"For initial case 'dry_003', depth 1in must reach theta >= 22% by time step 4."
sched_0004,0011,R_case=dry_003_depth=5in_t=4_theta>=20,1,dry_003,5in,4,20.0,"For initial case 'dry_003', depth 5in must reach theta >= 20% by time step 4."
sched_0004,0011,R_case=dry_003_depth=9in_t=4_theta>=18,1,dry_003,9in,4,18.0,"For initial case 'dry_003', depth 9in must reach theta >= 18% by time step 4."
sched_0004,0011,R_case=dry_004_depth=1in_t=4_theta>=22,1,dry_004,1in,4,22.0,"For initial case 'dry_004', depth 1in must reach theta >= 22% by time step 4."
sched_0004,0011,R_case=dry_004_depth=5in_t=4_theta>=20,1,dry_004,5in,4,20.0,"For initial case 'dry_004', depth 5in must reach theta >= 20% by time step 4."
sched_0004,0011,R_case=dry_004_depth=9in_t=4_theta>=18,1,dry_004,9in,4,18.0,"For initial case 'dry_004', depth 9in must reach theta >= 18% by time step 4."
sched_0004,0011,R_case=dry_005_depth=1in_t=4_theta>=22,1,dry_005,1in,4,22.0,"For initial case 'dry_005', depth 1in must reach theta >= 22% by time step 4."
sched_0004,0011,R_case=dry_005_depth=5in_t=4_theta>=20,1,dry_005,5in,4,20.0,"For initial case 'dry_005', depth 5in must reach theta >= 20% by time step 4."
sched_0004,0011,R_case=dry_005_depth=9in_t=4_theta>=18,1,dry_005,9in,4,18.0,"For initial case 'dry_005', depth 9in must reach theta >= 18% by time step 4."
sched_0004,0011,R_case=medium_001_depth=1in_t=4_theta>=22,1,medium_001,1in,4,22.0,"For initial case 'medium_001', depth 1in must reach theta >= 22% by time step 4."
sched_0004,0011,R_case=medium_001_depth=5in_t=4_theta>=20,1,medium_001,5in,4,20.0,"For initial case 'medium_001', depth 5in must reach theta >= 20% by time step 4."
sched_0004,0011,R_case=medium_001_depth=9in_t=4_theta>=18,1,medium_001,9in,4,18.0,"For initial case 'medium_001', depth 9in must reach theta >= 18% by time step 4."
sched_0004,0011,R_case=medium_002_depth=1in_t=4_theta>=22,1,medium_002,1in,4,22.0,"For initial case 'medium_002', depth 1in must reach theta >= 22% by time step 4."
sched_0004,0011,R_case=medium_002_depth=5in_t=4_theta>=20,1,medium_002,5in,4,20.0,"For initial case 'medium_002', depth 5in must reach theta >= 20% by time step 4."
sched_0004,0011,R_case=medium_002_depth=9in_t=4_theta>=18,1,medium_002,9in,4,18.0,"For initial case 'medium_002', depth 9in must reach theta >= 18% by time step 4."
sched_0004,0011,R_case=medium_003_depth=1in_t=4_theta>=22,1,medium_003,1in,4,22.0,"For initial case 'medium_003', depth 1in must reach theta >= 22% by time step 4."
sched_0004,0011,R_case=medium_003_depth=5in_t=4_theta>=20,1,medium_003,5in,4,20.0,"For initial case 'medium_003', depth 5in must reach theta >= 20% by time step 4."
sched_0004,0011,R_case=medium_003_depth=9in_t=4_theta>=18,1,medium_003,9in,4,18.0,"For initial case 'medium_003', depth 9in must reach theta >= 18% by time step 4."
sched_0004,0011,R_case=medium_004_depth=1in_t=4_theta>=22,1,medium_004,1in,4,22.0,"For initial case 'medium_004', depth 1in must reach theta >= 22% by time step 4."
sched_0004,0011,R_case=medium_004_depth=5in_t=4_theta>=20,1,medium_004,5in,4,20.0,"For initial case 'medium_004', depth 5in must reach theta >= 20% by time step 4."
sched_0004,0011,R_case=medium_004_depth=9in_t=4_theta>=18,1,medium_004,9in,4,18.0,"For initial case 'medium_004', depth 9in must reach theta >= 18% by time step 4."
sched_0004,0011,R_case=medium_005_depth=1in_t=4_theta>=22,1,medium_005,1in,4,22.0,"For initial case 'medium_005', depth 1in must reach theta >= 22% by time step 4."
sched_0004,0011,R_case=medium_005_depth=5in_t=4_theta>=20,1,medium_005,5in,4,20.0,"For initial case 'medium_005', depth 5in must reach theta >= 20% by time step 4."
sched_0004,0011,R_case=medium_005_depth=9in_t=4_theta>=18,1,medium_005,9in,4,18.0,"For initial case 'medium_005', depth 9in must reach theta >= 18% by time step 4."
